malloc,2,,0x557fb05672a0
malloc,5,,0x557fb05672c0
free,,0x557fb05672c0,
malloc,120,,0x557fb05672e0
malloc,12,,0x557fb05672c0
malloc,792,,0x557fb0567360
malloc,104,,0x557fb0567680
malloc,1328,,0x557fb05676f0
malloc,208,,0x557fb0567c30
malloc,424,,0x557fb0567d10
malloc,96,,0x557fb0567ec0
malloc,80,,0x557fb0567f30
malloc,112,,0x557fb0567f90
malloc,160,,0x557fb0568010
malloc,96,,0x557fb05680c0
malloc,72,,0x557fb0568130
malloc,184,,0x557fb0568180
malloc,12,,0x557fb0568240
malloc,171,,0x557fb0568260
free,,(nil),
malloc,8,,0x557fb0568320
calloc,32,,0x557fb0568340
malloc,208,,0x557fb0568370
malloc,208,,0x557fb0568450
malloc,32,,0x557fb0568530
free,,(nil),
free,,0x557fb0568240,
free,,0x557fb0568260,
free,,(nil),
free,,0x557fb05672a0,
free,,0x557fb0568530,
free,,0x557fb0568320,
free,,(nil),
malloc,12,,0x557fb0568320
malloc,171,,0x557fb0568260
free,,(nil),
malloc,8,,0x557fb05672a0
malloc,32,,0x557fb0568530
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
malloc,8,,0x557fb0568240
malloc,32,,0x557fb0568560
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
malloc,8,,0x557fb0568590
malloc,32,,0x557fb05685b0
free,,(nil),
malloc,8,,0x557fb05685e0
malloc,32,,0x557fb0568600
free,,(nil),
malloc,4,,0x557fb0568630
realloc,8,(nil),0x557fb0568650
free,,0x557fb0568560,
free,,0x557fb0568240,
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
malloc,24,,0x557fb0568240
malloc,24,,0x557fb0568670
free,,(nil),
free,,0x557fb0568240,
malloc,64,,0x557fb0568690
free,,(nil),
malloc,24,,0x557fb0568240
malloc,24,,0x557fb05686e0
free,,(nil),
free,,0x557fb0568240,
malloc,28,,0x557fb0568560
free,,(nil),
malloc,32,,0x557fb0568700
free,,(nil),
free,,0x557fb0568600,
free,,0x557fb05685e0,
free,,(nil),
malloc,8,,0x557fb05685e0
malloc,32,,0x557fb0568600
free,,(nil),
malloc,544,,0x557fb0568730
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
free,,(nil),
malloc,24,,0x557fb0568240
free,,(nil),
malloc,64,,0x557fb0568960
free,,(nil),
free,,(nil),
malloc,8,,0x557fb05689b0
malloc,32,,0x557fb05689d0
free,,(nil),
malloc,8,,0x557fb0568a00
malloc,4,,0x557fb0568a20
free,,(nil),
free,,(nil),
free,,(nil),
malloc,24,,0x557fb0568a40
free,,(nil),
malloc,28,,0x557fb0568a60
free,,(nil),
